BLOCKSIZE;CPU_TIME;GPU_CALCULATION;GPU_TOTAL
277;5.903664;0.218378;4.414605
278;5.878650;0.218547;4.440816
279;5.921462;0.218554;4.497802
280;5.925762;0.218349;4.433984
281;5.923447;0.218506;4.449927
282;5.971010;0.218570;4.629792
283;6.082131;0.218365;4.462573
284;5.913495;0.218304;4.463216
285;5.903394;0.196979;4.498150
286;5.877627;0.197133;4.476205
287;5.922395;0.196998;4.517376
288;6.443037;0.196970;4.443315
289;5.897651;0.233594;4.478000
290;5.945515;0.218218;4.535805
291;5.908174;0.218301;4.403699
292;5.938690;0.218070;4.497542
293;5.944162;0.218422;4.538413
294;5.983698;0.218352;4.472611
295;5.935383;0.218221;4.453350
296;5.891548;0.236208;4.542512
297;5.886767;0.218240;4.477072
298;5.940764;0.218317;4.445322
299;5.902160;0.218323;4.551450
300;5.926033;0.234186;4.657862
301;5.938419;0.218355;4.487859
302;5.899545;0.218237;4.404490
303;5.895997;0.218285;4.481548
304;5.894163;0.218205;4.512726
305;5.913917;0.218285;4.463913
306;6.010186;0.218278;4.517072
307;5.925220;0.218349;4.446304
308;5.927896;0.218291;4.546451
309;6.026872;0.218493;4.422634
310;5.905377;0.218307;4.426828
311;5.955556;0.233661;4.452474
312;5.931174;0.218285;4.412445
313;5.888691;0.218352;4.420166
314;5.890135;0.218394;4.595414
315;5.941937;0.234618;4.723568
316;5.948041;0.218618;4.559148
317;5.923357;0.218320;4.454496
318;5.904626;0.218541;4.460105
319;5.925130;0.218397;4.575085
320;5.914187;0.194701;4.397498
321;5.897470;0.213872;4.500022
322;5.925582;0.214019;4.539178
323;5.903033;0.213853;4.532695
324;5.963825;0.213648;4.505456
325;5.944764;0.213776;4.534432
326;6.007389;0.213821;4.481933
327;5.936285;0.213888;4.424890
328;5.899936;0.213805;4.469306
329;6.053059;0.213821;4.424557
330;5.934300;0.213955;4.679721
331;5.965418;0.213984;4.606374
332;5.988178;0.213920;4.526630
333;5.936225;0.213866;4.497018
334;5.941306;0.213834;4.500467
335;5.953092;0.214003;4.582912
336;5.964035;0.213744;4.416214
337;5.916171;0.213917;4.410042
338;5.914788;0.228678;4.561165
339;5.919358;0.213910;4.690061
340;5.970319;0.213939;4.519079
341;5.915690;0.213923;4.514944
342;5.966140;0.230237;4.520013
343;5.919990;0.213843;4.527079
344;5.933578;0.213942;4.405949
345;5.959556;0.213987;4.404589
346;5.998641;0.213818;4.467577
347;5.915510;0.213968;4.523049
348;5.945365;0.213811;4.498781
349;5.920200;0.213846;4.528006
350;5.952821;0.214000;4.421107
351;5.999963;0.213942;4.519709
352;6.244004;0.213798;4.541289
353;5.973957;0.232547;4.451971
354;5.910699;0.232650;4.478000
355;5.883670;0.232714;4.436143
356;5.898673;0.232534;4.513001
357;6.214509;0.232704;4.493014
358;5.927867;0.232557;4.529926
359;5.877928;0.232531;4.439939
360;5.992056;0.232653;4.511910
361;5.962803;0.248605;4.687827
362;5.943711;0.232851;4.457677
363;5.931654;0.232723;4.442016
364;5.918275;0.232570;4.555706
365;5.894915;0.232864;4.410819
366;5.877988;0.204166;4.471578
367;5.909527;0.204330;4.547261
368;5.925160;0.203990;4.551107
369;5.998280;0.204150;4.536714
370;5.915630;0.220538;4.565974
371;6.116978;0.204195;4.462727
372;5.988448;0.204224;4.463530
373;5.934812;0.204208;4.444435
374;5.974828;0.204163;4.383597
375;5.885324;0.204195;4.446182
376;5.938359;0.204182;4.468586
377;5.920140;0.204339;4.577641
378;5.915119;0.204387;4.666282
379;5.971672;0.236832;4.541395
380;5.931624;0.204182;4.446352
381;5.916081;0.204336;4.424531
382;5.947830;0.204240;4.493347
383;5.935143;0.204518;4.438832
384;6.149808;0.204118;4.464323
385;5.906219;0.221376;4.512429
386;5.898042;0.221638;4.559430
387;5.922605;0.253270;4.693539
388;6.012321;0.221642;4.521661
389;5.943651;0.221603;4.442208
390;5.976573;0.221533;4.418519
391;5.911752;0.221846;4.456259
392;5.980872;0.221517;4.500787
393;5.939051;0.221818;4.488218
394;6.274250;0.221555;4.441751
395;5.915570;0.221466;4.515213
396;5.906129;0.221587;4.512688
397;5.914878;0.276291;4.583949
398;6.037726;0.253578;4.571482
399;5.900296;0.221568;4.563539
400;5.958533;0.221562;4.468857
401;5.995363;0.221350;4.422163
402;5.919028;0.221702;4.433594
403;5.984209;0.221581;4.467066
404;5.954625;0.221741;4.545815
405;6.148005;0.221693;4.481062
406;5.930573;0.221622;4.440099
407;5.877387;0.221501;4.446883
408;5.875222;0.221613;4.578310
409;5.974588;0.262080;4.601475
410;6.198154;0.221578;4.534429
411;5.922875;0.221619;4.528502
412;5.960006;0.221590;4.413610
413;6.078343;0.221760;4.551623
414;5.961269;0.221747;4.446893
415;6.013342;0.221837;4.421837
416;5.900687;0.221856;4.513638
417;6.181889;0.237318;4.498720
418;5.898944;0.237530;4.426365
419;5.912834;0.237507;4.471370
420;5.869059;0.237706;4.578643
421;5.966020;0.281654;4.586691
422;5.960848;0.237587;4.456896
423;5.922034;0.237494;4.449856
424;5.878890;0.237414;4.476230
425;5.924589;0.252189;4.478714
426;6.042777;0.237485;4.503674
427;5.887158;0.204429;4.524736
428;5.919418;0.204432;4.477747
429;6.310448;0.204214;4.463354
430;6.191239;0.226790;4.601629
431;5.958804;0.204390;4.638921
432;5.934301;0.243027;4.518685
433;5.962472;0.204307;4.517101
434;5.922906;0.204538;4.395255
435;6.015657;0.204451;4.410964
436;5.876906;0.204330;4.444608
437;5.977054;0.204346;4.631597
438;5.930121;0.220342;4.470800
439;5.920982;0.204442;4.466234
440;6.087904;0.204432;4.480608
441;6.103117;0.204723;4.531277
442;5.925341;0.204435;4.456038
443;5.893682;0.204467;4.434765
444;5.877838;0.204518;4.427197
445;5.942809;0.235082;4.543590
446;6.131499;0.204525;4.575980
447;6.049120;0.204454;4.442071
448;5.893382;0.204362;4.507705
449;6.011899;0.218397;4.453331
450;5.891608;0.218496;4.514009
451;5.949664;0.218352;4.560370
452;6.229121;0.218374;4.491766
453;5.937698;0.218563;4.462867
454;5.965539;0.218480;4.518022
455;5.902672;0.218518;4.395152
456;5.936285;0.218291;4.491386
457;5.909045;0.218618;4.480112
458;5.919990;0.218608;4.508237
459;5.906430;0.234320;4.561411
460;5.929521;0.218317;4.471245
461;6.047347;0.218426;4.527446
462;5.990553;0.218307;4.442464
463;5.913405;0.218611;4.495747
464;5.932317;0.218262;4.556826
465;5.924620;0.218538;4.455015
466;6.234925;0.218438;4.463415
467;5.926543;0.218467;4.431940
468;5.890615;0.218378;4.516294
469;5.949273;0.234352;4.496576
470;5.933008;0.218669;4.403616
471;5.927686;0.218250;4.399059
472;5.904806;0.218499;4.533993
473;5.887549;0.218602;4.468556
474;5.884783;0.218502;4.567946
475;5.933970;0.218506;4.519248
476;5.935263;0.218659;4.445792
477;5.981653;0.218496;4.451203
478;6.270972;0.218595;4.512038
479;5.994040;0.218339;4.545933
480;5.977565;0.218438;4.481565
481;5.891938;0.232723;4.461373
482;5.919087;0.232851;4.499494
483;6.178581;0.232806;4.512720
484;5.994822;0.232774;4.538320
485;6.030900;0.232733;4.481213
486;5.902130;0.232749;4.463481
487;6.015748;0.232678;4.587081
488;5.962562;0.248909;4.628106
489;6.137422;0.233328;4.616822
490;6.235044;0.232659;4.559075
491;5.905137;0.232672;4.541641
492;5.921553;0.265942;4.636912
493;5.906069;0.232867;4.561564
494;5.965238;0.232861;4.419859
495;5.952430;0.232797;4.465341
496;6.279421;0.232742;4.485542
497;5.894674;0.232723;4.445590
498;5.911602;0.232752;4.475446
499;6.099871;0.232768;4.458682
500;5.903995;0.232685;4.570736
501;6.001917;0.232749;4.451520
502;6.043558;0.232922;4.507341
503;5.959044;0.232691;4.476278
504;5.955828;0.232698;4.430685
505;6.141060;0.232806;4.498775
506;6.269710;0.232730;4.496656
507;6.314417;0.232634;4.490000
508;5.925281;0.232678;4.471520
509;5.956609;0.232704;4.463439
510;5.883821;0.232954;4.460509
511;6.279300;0.232720;4.461366
512;6.259969;0.211158;4.515261
513;5.908504;0.206531;4.410586
514;5.925341;0.206598;4.399369
515;6.142142;0.206858;4.659367
516;5.939592;0.206605;4.586429
517;5.915931;0.206723;4.493997
518;5.896989;0.206662;4.432275
519;5.904235;0.206528;4.389974
520;5.947470;0.206646;4.481033
521;5.938871;0.206726;4.396253
522;5.898733;0.206611;4.460691
523;5.963374;0.206621;4.439918
524;5.887158;0.206541;4.561677
525;5.941817;0.244496;4.500035
526;5.942418;0.206691;4.451050
527;6.011869;0.206707;4.452576
528;5.922936;0.221635;4.444352
529;5.896028;0.206707;4.393895
530;6.202844;0.221226;4.490218
531;5.947319;0.235600;4.503354
532;6.078885;0.206746;4.542048
533;5.906550;0.206666;4.445770
534;5.895366;0.222064;4.521628
535;5.971100;0.206794;4.418147
536;6.025940;0.206749;4.474547
537;5.927957;0.206778;4.388736
538;5.899996;0.206694;4.473700
539;5.894825;0.221210;4.450352
540;6.273107;0.228819;4.447872
541;5.914758;0.223302;4.574246
542;5.906159;0.206762;4.572308
543;5.898192;0.206726;4.498464
544;5.881717;0.228944;4.509152
545;5.897260;0.233280;4.507187
546;5.956669;0.218378;4.440909
547;6.011027;0.218579;4.453994
548;5.886737;0.218413;4.424320
549;5.901319;0.218259;4.547581
550;5.902311;0.218518;4.534803
551;5.919418;0.218474;4.501472
552;5.916802;0.218413;4.568004
553;5.951257;0.218336;4.549498
554;5.982345;0.218685;4.433082
555;5.899635;0.218362;4.418477
556;5.896628;0.218400;4.366896
557;5.913195;0.218502;4.590314
558;5.954745;0.249411;4.574576
559;5.914848;0.218374;4.558262
560;5.964937;0.218525;4.454835
561;5.922846;0.218352;4.507894
562;5.918817;0.218640;4.430938
563;6.215021;0.218509;4.463481
564;5.911632;0.218483;4.537395
565;5.877116;0.218426;4.441008
566;5.894104;0.218688;4.543389
567;6.159340;0.233814;4.529693
568;5.986524;0.218589;4.561648
569;5.908956;0.218470;4.567274
570;5.932978;0.233750;4.528160
571;5.921072;0.218522;4.439187
572;5.974588;0.218470;4.462905
573;5.948552;0.218586;4.442973
574;5.892269;0.218595;4.483863
575;6.255338;0.218451;4.460419
576;5.891036;0.218490;4.431987
577;5.923387;0.230224;4.482310
578;5.895276;0.230006;4.575680
579;5.915179;0.261792;4.580189
580;5.944943;0.230115;4.490211
581;5.932948;0.230304;4.434739
582;5.920080;0.230403;4.484567
583;5.917374;0.230429;4.474176
584;5.923266;0.230192;4.475261
585;5.901740;0.245018;4.576169
586;5.898313;0.230326;4.545302
587;5.900988;0.268832;4.532918
588;5.949423;0.230419;4.438608
589;6.280563;0.230371;4.541782
590;5.947710;0.230250;4.533926
591;5.968455;0.230419;4.469161
592;5.917524;0.230384;4.457927
593;5.929310;0.230314;4.507536
594;5.987095;0.230365;4.597600
595;5.895547;0.230374;4.468188
596;5.907452;0.230317;4.470182
597;5.892840;0.230352;4.515789
